StopId,Code,Name,StopType,Zone,Ward,AddressNo,Street,SupportDisability,Status,Lat,Lng,Routes
8075,TPTĐ 205,Nút giao Trần Não – Mai Chí Thọ,Nhà chờ,TP. Thủ Đức - KV1,Phường An Lợi Đông,Mai Chí Thọ,Mai Chí Thọ,Có,Đang khai thác,10.776719,106.728634,"157, 172, 72-2B, D4"
8076,TPTĐ 206,Nút giao Trần Não – Mai Chí Thọ,Nhà chờ,TP. Thủ Đức - KV1,Phường An Lợi Đông,Mai Chí Thọ,Mai Chí Thọ,Có,Đang khai thác,10.776119,106.728908,"157, 172, D4"
7816,Q2 115,Chung cư NEWCITY,Trụ dừng,TP. Thủ Đức - KV1,Phường Bình Khánh,Cây xanh 372,Mai Chí Thọ,,Đang khai thác,10.779952,106.736406,"157, 172, 72-2B, D4"
28,Q1 016,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,Hàm Nghi 9 (129-133),Hàm Nghi,,Đang khai thác,10.770822,106.700233,"171, 172, 72-2B, 75, DL01, DL02"
7595,VT BX 0001,BẾN XE VŨNG TÀU,Bến xe,Bà Rịa - Vũng Tàu,,Bến xe Vũng Tàu,Nam Kỳ Khởi Nghĩa,Có,Đang khai thác,10.350457,107.086723,"172, 72-1, 72-4"
9744,VT 0060,Đường Thống Nhất,Trụ dừng,Bà Rịa - Vũng Tàu,,169-171,Lê Hồng Phong,Có,Đang khai thác,10.353256,107.087186,"172, 72-1, 72-4"
9746,VT 0062,Ngã 5 Ba Cu - Trương Công Định,Trụ dừng,Bà Rịa - Vũng Tàu,,133,Lê Hồng Phong,Có,Đang khai thác,10.35438,107.08574,"172, 72-4"
8253,VT 0001,CO.OP MART VŨNG TÀU,Ô sơn,Bà Rịa - Vũng Tàu,,CO.OP MART VŨNG TÀU,Nguyễn An Ninh,Có,Đang khai thác,10.367196,107.086209,172
9784,VT 0100,Trương Văn Bang,Trụ dừng,Bà Rịa - Vũng Tàu,,Đối diện 423,Nguyễn An Ninh,Có,Đang khai thác,10.366701,107.087108,172
9375,VT 0019,Chung cư Gateway,Ô sơn,Bà Rịa - Vũng Tàu,,Chung cư Gateway,Nguyễn Hữu Cảnh,Có,Đang khai thác,10.376309,107.112981,172
9376,VT 0020,Đối diện Chung cư Gateway,Ô sơn,Bà Rịa - Vũng Tàu,,Đối diện Chung cư Gateway (Vungtau Seaview 4),Nguyễn Hữu Cảnh,Có,Đang khai thác,10.376367,107.113224,172
9377,VT 0021,Bệnh viện Vũng Tàu,Nhà chờ,Bà Rịa - Vũng Tàu,,BV Vũng Tàu,2 Tháng 9,Có,Đang khai thác,10.392397,107.128838,172
9378,VT 0022,Tòa án Nhân dân khu vực 11,Trụ dừng,Bà Rịa - Vũng Tàu,,Đối diện Tòa án Nhân dân khu vực 11,2 Tháng 9,Có,Đang khai thác,10.402884,107.144452,172
9379,VT 0023,Nút giao Ẹo Ông Từ,Nhà chờ,Bà Rịa - Vũng Tàu,,Nút giao Ẹo Ông Từ,Quốc lộ 51,Có,Đang khai thác,10.42398,107.15852,"172, 72-4"
9389,VT 0024,Vòng xoay Công viên Hòa Bình,Trụ dừng,Bà Rịa - Vũng Tàu,,Bãi rã xe,Quốc lộ 51,Có,Đang khai thác,10.483279,107.174887,"172, 72-4"
9371,VT 0015,Trung tâm hành chính BR - VT,Nhà chờ,Bà Rịa - Vũng Tàu,,Trung Tâm Hành Chính BR-VT,Bạch Đằng,Có,Đang khai thác,10.489829,107.179659,"172, 72-4"
9380,VT 0025,Chợ Bà Rịa,Trụ dừng,Bà Rịa - Vũng Tàu,,Chợ Bà Rịa,Lê Thành Duy,Có,Đang khai thác,10.490335,107.170926,172
9786,VT 0014-HTBS,Ngã 4 Long Sơn,Ô sơn,Bà Rịa - Vũng Tàu,,UBND xã Tân Hải,Quốc lộ 51,Có,Đang khai thác,10.49932,107.102598,"172, 72-1"
9390,VT 0026,Chùa Phật Linh,Trụ dừng,Bà Rịa - Vũng Tàu,,Đối diện Chùa Phật Linh,Quốc lộ 51,Có,Đang khai thác,10.51939,107.08492,"172, 72-1"
9381,VT 0027,Chợ Phước Hòa,Trụ dừng,Bà Rịa - Vũng Tàu,,Đối diện Chợ Phước Hòa,Quốc lộ 51,Có,Đang khai thác,10.53929,107.07333,"172, 72-1"
9382,VT 0028,Nhà thờ Giáo xứ Phước Lộc,Trụ dừng,Bà Rịa - Vũng Tàu,,Nhà thờ Giáo xứ Phước Lộc,Quốc lộ 51,Có,Đang khai thác,10.552,107.06772,"172, 72-1"
9383,VT 0029,UBND Phường Tân Phước,Trụ dừng,Bà Rịa - Vũng Tàu,,UBND Phường Tân Phước,Quốc lộ 51,Có,Đang khai thác,10.564557,107.058956,"172, 72-1"
9384,VT 0030,Nhà thờ Giáo xứ Song Vĩnh,Trụ dừng,Bà Rịa - Vũng Tàu,,Bò sữa 56,Quốc lộ 51,Có,Đang khai thác,10.57272,107.05597,"172, 72-1"
9385,VT 0031,Siêu thị GO! Phú Mỹ,Trụ dừng,Bà Rịa - Vũng Tàu,,Siêu thị GO! Phú Mỹ,Quốc lộ 51,Có,Đang khai thác,10.58911,107.05525,"172, 72-1"
9386,VT 0032,Co.opmart Tân Thành,Nhà chờ,Bà Rịa - Vũng Tàu,,Co.opmart Tân Thành,Quốc lộ 51,Có,Đang khai thác,10.59811,107.05474,"172, 72-1"
9387,VT 0033,Chợ Ngọc Hà,Trụ dừng,Bà Rịa - Vũng Tàu,,Gần ngã 3 QL51 - CMT8,Quốc lộ 51,Có,Đang khai thác,10.60588,107.05494,"172, 72-1"
9388,VT 0034,Ngã 3 Mỹ Xuân,Trụ dừng,Bà Rịa - Vũng Tàu,,Đối diện chùa Bửu Thiên,Quốc lộ 51,Có,Đang khai thác,10.62414,107.05431,"172, 72-1"
9787,VT 0003-1,Khu Công nghiệp Mỹ Xuân A,Ô sơn,Bà Rịa - Vũng Tàu,,Hội thánh tin lành,Quốc lộ 51,Có,Đang khai thác,10.650339,107.040888,"172, 72-1"
3989,Q2 084,Khu đô thị Sala,Nhà chờ,TP. Thủ Đức - KV1,,Đối diện Khu đô thị Sala,Mai Chí Thọ,,Đang khai thác,10.773183,106.721642,"172, 72-2B, D4"
7805,Q2 111,Trung tâm Quản lý điều hành giao thông đô thị,Nhà chờ,TP. Thủ Đức - KV1,Phường Thủ Thiêm,Cây xanh 17-19,Mai Chí Thọ,Có,Đang khai thác,10.7718,106.71777,"172, 72-2B, D4"
2888,Q1 168,Chợ Dân Sinh,Trụ dừng,Quận 1,,48 - 50,Ký Con,,Đang khai thác,10.766237,106.699466,"172, 72-2B, D4"
7567,Q1 199,Sở Giao dịch chứng khoán,Trụ dừng,Quận 1,Phường Bến Nghé,đối diện 162-164,Nguyễn Công Trứ,Có,Đang khai thác,10.76873,106.701504,"172, D4"
2854,Q1 167,Chợ Dân Sinh,Trụ dừng,Quận 1,,125-127,Ký Con,,Đang khai thác,10.767312,106.698242,"172, 39, 72-2B, D4"
7804,Q2 110,Trung tâm Quản lý điều hành giao thông đô thị,Nhà chờ,TP. Thủ Đức - KV1,Phường Thủ Thiêm,Cây xanh 24-26,Mai Chí Thọ,,Đang khai thác,10.77113,106.717788,"172, 72-2B, D4"
4452,Q2 083,Khu đô thị Sala,Nhà chờ,TP. Thủ Đức - KV1,,"Khu đô thị Sala, Mai Chí Thọ, quận2",Mai Chí Thọ,,Đang khai thác,10.773235,106.723509,"172, 72-2B, D4, DL06"
9359,VT 0003,Khu Công nghiệp Mỹ Xuân A,Trụ dừng,Bà Rịa - Vũng Tàu,,Gần cổng KCN Mỹ Xuân A,Quốc lộ 51,Có,Đang khai thác,10.648217,107.041537,"172, 72-1"
9361,VT 0004,Khu Công nghiệp Mỹ Xuân A2,Trụ dừng,Bà Rịa - Vũng Tàu,,Thiết kế Quảng cáo Khánh Lê,Quốc lộ 51,Có,Đang khai thác,10.63338,107.04834,"172, 72-1"
9360,VT 0005,Ngã 3 Mỹ Xuân,Trụ dừng,Bà Rịa - Vũng Tàu,,Điện máy Tín Quang,Quốc lộ 51,Có,Đang khai thác,10.62266,107.05482,"172, 72-1"
9362,VT 0006,Chợ Ngọc Hà,Trụ dừng,Bà Rịa - Vũng Tàu,,30 Độc Lập,Quốc lộ 51,Có,Đang khai thác,10.60544,107.05457,"172, 72-1"
9363,VT 0007,Đối diện Co.opmart Tân Thành,Nhà chờ,Bà Rịa - Vũng Tàu,,Chi cục kiểm định Hải Quan khu vực cảng Cái Mép - Thị Vải,Quốc lộ 51,Có,Đang khai thác,10.59774,107.05444,"172, 72-1"
9364,VT 0008,Trung tâm Văn hóa - Thông tin và thể thao Phú Mỹ,Nhà chờ,Bà Rịa - Vũng Tàu,,Trung tâm Văn hóa - Thông tin và thể thao Phú Mỹ,Quốc lộ 51,Có,Đang khai thác,10.58781,107.05497,"172, 72-1"
9365,VT 0009,Cây xăng Thanh Lâm,Trụ dừng,Bà Rịa - Vũng Tàu,,Lô A28,Quốc lộ 51,Có,Đang khai thác,10.57708,107.05527,"172, 72-1"
9366,VT 0010,Chợ Ông Trịnh,Trụ dừng,Bà Rịa - Vũng Tàu,,Nhà thuốc Phương Thảo,Quốc lộ 51,Có,Đang khai thác,10.56353,107.05946,"172, 72-1"
9367,VT 0011,Trường Trung cấp Kỹ thuật Công nghệ Phước Lộc,Trụ dừng,Bà Rịa - Vũng Tàu,,Trường Trung cấp Kỹ thuật Công nghệ Phước Lộc,Quốc lộ 51,Có,Đang khai thác,10.55142,107.06779,"172, 72-1"
9368,VT 0012,Chợ Phước Hòa,Trụ dừng,Bà Rịa - Vũng Tàu,,Chợ Phước Hòa,Quốc lộ 51,Có,Đang khai thác,10.53974,107.07292,"172, 72-1"
9369,VT 0013,Đình thần Phước Hòa,Trụ dừng,Bà Rịa - Vũng Tàu,,Đình thần Phước Hòa,Quốc lộ 51,Có,Đang khai thác,10.51671,107.08659,"172, 72-1"
9370,VT 0014,Ngã 4 Long Sơn,Trụ dừng,Bà Rịa - Vũng Tàu,,CHXD Láng Cát,Quốc lộ 51,Có,Đang khai thác,10.49957,107.10059,"172, 72-1"
9700,VT 0035,Bến xe Bà Rịa,Trụ dừng,Bà Rịa - Vũng Tàu,,Chùa Quán Thánh,Quốc lộ 51,Có,Đang khai thác,10.490988,107.168471,"172, 72-1"
9372,VT 0016,Vòng xoay Công viên Hòa Bình,Trụ dừng,Bà Rịa - Vũng Tàu,,Vòng xoay Công viên Hòa Bình,Quốc lộ 51,Có,Đang khai thác,10.487684,107.174037,"172, 72-4"
9373,VT 0017,Trạm Ẹo Ông Từ,Ô sơn,Bà Rịa - Vũng Tàu,,18,Quốc lộ 51,Có,Đang khai thác,10.421381,107.158037,"172, 72-1"
9374,VT 0018,Tòa án Nhân dân khu vực 11,Trụ dừng,Bà Rịa - Vũng Tàu,,989,2 Tháng 9,Có,Đang khai thác,10.402508,107.14359,172
8256,VT 0002,CO.OP MART VŨNG TÀU,Ô sơn,Bà Rịa - Vũng Tàu,,đối diện Co.op mart,Nguyễn An Ninh,Có,Đang khai thác,10.367314,107.086369,"172, 72-1"
9745,VT 0061,Ngã 5 Ba Cu - Trương Công Định,Trụ dừng,Bà Rịa - Vũng Tàu,,124,Lê Hồng Phong,Có,Đang khai thác,10.354383,107.085354,"172, 72-4"
9743,VT 0059,Đường Thống Nhất,Trụ dừng,Bà Rịa - Vũng Tàu,,368,Lê Hồng Phong,Có,Đang khai thác,10.353169,107.087035,"172, 72-4"
7003,BTN,Ga Bến Thành,Ga Metro Số 1,Quận 1,Phường Bến Thành,Bến Thành,Công trường Quách Thị Trang,Có,Đang khai thác,10.770838,106.697513,MRT1
7004,OPH,Ga Nhà hát Thành phố,Ga Metro Số 1,Quận 1,Phường Bến Nghé,Nhà hát Thành phố,Đồng Khởi,Có,Đang khai thác,10.775275,106.701976,MRT1
7005,BSN,Ga Ba Son,Ga Metro Số 1,Quận 1,Phường Bến Nghé,Ba Son,Tôn Đức Thắng,Có,Đang khai thác,10.781556,106.708011,MRT1
7006,VTP,Ga Văn Thánh,Ga Metro Số 1,Quận Bình Thạnh,Phường 22,Hẻm 56 Điện Biên Phủ,Hẻm 56 Điện Biên Phủ,Có,Chưa khai thác,10.796011,106.715446,MRT1
7007,TCN,Ga Tân Cảng,Ga Metro Số 1,Quận Bình Thạnh,Phường 25,Công viên Tân Cảng,Điện Biên Phủ,Có,Đang khai thác,10.79854,106.723144,MRT1
7008,TDN,Ga Thảo Điền,Ga Metro Số 1,TP. Thủ Đức - KV1,Phường Thảo Điền,Thảo Điền,Võ Nguyên Giáp,Có,Đang khai thác,10.800469,106.73361,MRT1
7009,ANP,Ga An Phú,Ga Metro Số 1,TP. Thủ Đức - KV1,Phường An Phú,An Phú,Võ Nguyên Giáp,Có,Đang khai thác,10.802134,106.74229,MRT1
7010,RCC,Ga Rạch Chiếc,Ga Metro Số 1,TP. Thủ Đức - KV1,Phường An Phú,Rạch Chiếc,Võ Nguyên Giáp,Có,Đang khai thác,10.808505,106.755261,MRT1
7011,PCL,Ga Phước Long,Ga Metro Số 1,TP. Thủ Đức - KV3,Phường Trường Thọ,Phước Long,Võ Nguyên Giáp,Có,Đang khai thác,10.821446,106.758179,MRT1
7012,BTT,Ga Bình Thái,Ga Metro Số 1,TP. Thủ Đức - KV3,Phường Trường Thọ,Bình Thái,Võ Nguyên Giáp,Có,Đang khai thác,10.832647,106.763908,MRT1
7013,TDC,Ga Thủ Đức,Ga Metro Số 1,TP. Thủ Đức - KV3,Phường Bình Thọ,Thủ Đức,Võ Nguyên Giáp,Có,Đang khai thác,10.846383,106.771633,MRT1
7016,HTP,Ga Khu Công nghệ Cao,Ga Metro Số 1,TP. Thủ Đức - KV3,Phường Bình Chiểu,Khu Công nghệ Cao,Xa lộ Hà Nội,Có,Đang khai thác,10.858975,106.788837,MRT1
7014,NUS,Ga Đại học Quốc Gia,Ga Metro Số 1,TP. Thủ Đức - KV3,Phường Linh Trung,Suối Tiên,Xa lộ Hà Nội,Có,Đang khai thác,10.866313,106.801261,MRT1
7015,STT,Ga Bến xe Suối Tiên,Ga Metro Số 1,TP. Thủ Đức - KV2,Phường Long Bình,Bến xe Suối Tiên,Bến xe Suối Tiên,Có,Đang khai thác,10.879499,106.81406,MRT1
